OBJECTID_1,VALUE_11,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95
140,7015500.000000000000000,10248300.000000000000000,9237600.000000000000000,5773500.000000000000000,2175300.000000000000000,62100.000000000000000,17955000.000000000000000,6683400.000000000000000,4263300.000000000000000,723600.000000000000000,1352700.000000000000000,17881200.000000000000000,4621500.000000000000000,11341800.000000000000000,765000.000000000000000
141,224100.000000000000000,546300.000000000000000,10800.000000000000000,5400.000000000000000,0.000000000000000,11700.000000000000000,12401100.000000000000000,6715800.000000000000000,567900.000000000000000,27000.000000000000000,173700.000000000000000,11700.000000000000000,0.000000000000000,3600.000000000000000,900.000000000000000
142,1695600.000000000000000,2485800.000000000000000,422100.000000000000000,120600.000000000000000,11700.000000000000000,1045800.000000000000000,12054600.000000000000000,5096700.000000000000000,3969000.000000000000000,1807200.000000000000000,1963800.000000000000000,6342300.000000000000000,13500.000000000000000,818100.000000000000000,58500.000000000000000
143,357300.000000000000000,3870900.000000000000000,710100.000000000000000,117900.000000000000000,25200.000000000000000,23400.000000000000000,22152600.000000000000000,27604800.000000000000000,19218600.000000000000000,9127800.000000000000000,7587000.000000000000000,5832000.000000000000000,98100.000000000000000,3020400.000000000000000,54000.000000000000000
144,644400.000000000000000,13352400.000000000000000,17098200.000000000000000,11264400.000000000000000,2927700.000000000000000,728100.000000000000000,25228800.000000000000000,15534900.000000000000000,5913000.000000000000000,1072800.000000000000000,2435400.000000000000000,2202300.000000000000000,0.000000000000000,1275300.000000000000000,122400.000000000000000
145,471600.000000000000000,3647700.000000000000000,1017900.000000000000000,188100.000000000000000,23400.000000000000000,126000.000000000000000,22745700.000000000000000,26342100.000000000000000,13333500.000000000000000,4615200.000000000000000,7286400.000000000000000,14908500.000000000000000,0.000000000000000,5153400.000000000000000,240300.000000000000000
146,904500.000000000000000,4583700.000000000000000,2308500.000000000000000,1382400.000000000000000,104400.000000000000000,600300.000000000000000,34413300.000000000000000,31082400.000000000000000,5977800.000000000000000,3627900.000000000000000,4326300.000000000000000,4194000.000000000000000,0.000000000000000,6138900.000000000000000,155700.000000000000000
147,63000.000000000000000,1566900.000000000000000,1185300.000000000000000,412200.000000000000000,39600.000000000000000,60300.000000000000000,51615900.000000000000000,10867500.000000000000000,8400600.000000000000000,8455500.000000000000000,2484000.000000000000000,11690100.000000000000000,1006200.000000000000000,1877400.000000000000000,75600.000000000000000
148,1981800.000000000000000,4540500.000000000000000,1479600.000000000000000,449100.000000000000000,58500.000000000000000,127800.000000000000000,19746000.000000000000000,16011000.000000000000000,23829300.000000000000000,2954700.000000000000000,5374800.000000000000000,14420700.000000000000000,0.000000000000000,8736300.000000000000000,389700.000000000000000
149,180900.000000000000000,2304900.000000000000000,535500.000000000000000,33300.000000000000000,0.000000000000000,4500.000000000000000,14324400.000000000000000,42504300.000000000000000,19719900.000000000000000,6154200.000000000000000,4775400.000000000000000,2662200.000000000000000,1142100.000000000000000,5217300.000000000000000,241200.000000000000000
150,0.000000000000000,203400.000000000000000,6300.000000000000000,1800.000000000000000,0.000000000000000,0.000000000000000,23586300.000000000000000,38700.000000000000000,132300.000000000000000,20700.000000000000000,164700.000000000000000,385200.000000000000000,19800.000000000000000,0.000000000000000,0.000000000000000
151,359100.000000000000000,5011200.000000000000000,4399200.000000000000000,1227600.000000000000000,153000.000000000000000,22500.000000000000000,26199900.000000000000000,6545700.000000000000000,6232500.000000000000000,1201500.000000000000000,1523700.000000000000000,44238600.000000000000000,535500.000000000000000,1987200.000000000000000,162900.000000000000000
152,33300.000000000000000,2209500.000000000000000,456300.000000000000000,45900.000000000000000,5400.000000000000000,8100.000000000000000,20846700.000000000000000,20056500.000000000000000,6635700.000000000000000,2236500.000000000000000,3348000.000000000000000,4856400.000000000000000,238500.000000000000000,1676700.000000000000000,90000.000000000000000
153,2178900.000000000000000,4121100.000000000000000,2286900.000000000000000,629100.000000000000000,145800.000000000000000,442800.000000000000000,36616500.000000000000000,20470500.000000000000000,6776100.000000000000000,1638000.000000000000000,3262500.000000000000000,20545200.000000000000000,146700.000000000000000,772200.000000000000000,67500.000000000000000
154,210600.000000000000000,4993200.000000000000000,1755000.000000000000000,585900.000000000000000,152100.000000000000000,40500.000000000000000,7403400.000000000000000,2169900.000000000000000,2171700.000000000000000,759600.000000000000000,526500.000000000000000,47138400.000000000000000,14809500.000000000000000,16426800.000000000000000,956700.000000000000000
155,131400.000000000000000,2476800.000000000000000,535500.000000000000000,101700.000000000000000,7200.000000000000000,322200.000000000000000,19284300.000000000000000,20315700.000000000000000,6973200.000000000000000,4066200.000000000000000,6847200.000000000000000,4995900.000000000000000,855900.000000000000000,7737300.000000000000000,122400.000000000000000
156,0.000000000000000,15300.000000000000000,3600.000000000000000,900.000000000000000,0.000000000000000,9000.000000000000000,38708100.000000000000000,43200.000000000000000,527400.000000000000000,171000.000000000000000,135900.000000000000000,309600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
157,466200.000000000000000,3516300.000000000000000,1192500.000000000000000,532800.000000000000000,75600.000000000000000,38700.000000000000000,26660700.000000000000000,12274200.000000000000000,4466700.000000000000000,5690700.000000000000000,2647800.000000000000000,11300400.000000000000000,19601100.000000000000000,10545300.000000000000000,791100.000000000000000
158,792900.000000000000000,2252700.000000000000000,91800.000000000000000,20700.000000000000000,0.000000000000000,47700.000000000000000,40527000.000000000000000,28913400.000000000000000,6002100.000000000000000,6413400.000000000000000,12612600.000000000000000,1746000.000000000000000,0.000000000000000,353700.000000000000000,26100.000000000000000
159,207000.000000000000000,18126900.000000000000000,20997900.000000000000000,10191600.000000000000000,1119600.000000000000000,232200.000000000000000,10398600.000000000000000,1492200.000000000000000,1745100.000000000000000,773100.000000000000000,1329300.000000000000000,22081500.000000000000000,9748800.000000000000000,1867500.000000000000000,89100.000000000000000
160,157500.000000000000000,2512800.000000000000000,363600.000000000000000,36900.000000000000000,1800.000000000000000,0.000000000000000,7998300.000000000000000,39337200.000000000000000,15696000.000000000000000,4151700.000000000000000,5719500.000000000000000,3808800.000000000000000,1832400.000000000000000,17051400.000000000000000,1431900.000000000000000
161,1147500.000000000000000,9653400.000000000000000,4068000.000000000000000,1401300.000000000000000,201600.000000000000000,58500.000000000000000,26535600.000000000000000,1443600.000000000000000,3253500.000000000000000,2184300.000000000000000,1341000.000000000000000,35316000.000000000000000,10304100.000000000000000,2631600.000000000000000,260100.000000000000000
162,7435800.000000000000000,4689900.000000000000000,1635300.000000000000000,315900.000000000000000,24300.000000000000000,202500.000000000000000,24766200.000000000000000,23229000.000000000000000,5477400.000000000000000,3658500.000000000000000,4690800.000000000000000,20445300.000000000000000,1094400.000000000000000,2218500.000000000000000,216000.000000000000000
163,4111200.000000000000000,6262200.000000000000000,2493000.000000000000000,621900.000000000000000,37800.000000000000000,466200.000000000000000,24025500.000000000000000,11451600.000000000000000,10514700.000000000000000,1677600.000000000000000,1941300.000000000000000,17299800.000000000000000,16299900.000000000000000,1315800.000000000000000,439200.000000000000000
164,132300.000000000000000,3080700.000000000000000,289800.000000000000000,97200.000000000000000,1800.000000000000000,26100.000000000000000,10904400.000000000000000,17442000.000000000000000,16473600.000000000000000,2696400.000000000000000,6076800.000000000000000,4489200.000000000000000,81000.000000000000000,3411000.000000000000000,243000.000000000000000
165,1206900.000000000000000,3193200.000000000000000,395100.000000000000000,169200.000000000000000,27000.000000000000000,75600.000000000000000,10720800.000000000000000,25506900.000000000000000,22406400.000000000000000,3603600.000000000000000,1735200.000000000000000,10620900.000000000000000,326700.000000000000000,18982800.000000000000000,1129500.000000000000000
166,2117700.000000000000000,2212200.000000000000000,631800.000000000000000,81900.000000000000000,1800.000000000000000,113400.000000000000000,2206800.000000000000000,10819800.000000000000000,8572500.000000000000000,1535400.000000000000000,980100.000000000000000,30290400.000000000000000,4002300.000000000000000,34076700.000000000000000,2457000.000000000000000
167,405000.000000000000000,2830500.000000000000000,2489400.000000000000000,766800.000000000000000,423000.000000000000000,170100.000000000000000,26528400.000000000000000,23226300.000000000000000,9768600.000000000000000,3361500.000000000000000,2343600.000000000000000,18901800.000000000000000,96300.000000000000000,7893900.000000000000000,594900.000000000000000
168,54900.000000000000000,2605500.000000000000000,474300.000000000000000,76500.000000000000000,9900.000000000000000,0.000000000000000,26212500.000000000000000,262800.000000000000000,925200.000000000000000,281700.000000000000000,348300.000000000000000,18085500.000000000000000,14728500.000000000000000,1602000.000000000000000,19800.000000000000000
169,382500.000000000000000,3501000.000000000000000,772200.000000000000000,108900.000000000000000,5400.000000000000000,9000.000000000000000,14000400.000000000000000,27524700.000000000000000,24178500.000000000000000,3782700.000000000000000,5130000.000000000000000,10028700.000000000000000,900.000000000000000,9816300.000000000000000,858600.000000000000000
170,352800.000000000000000,1937700.000000000000000,713700.000000000000000,359100.000000000000000,11700.000000000000000,10800.000000000000000,1416600.000000000000000,8245800.000000000000000,2326500.000000000000000,1760400.000000000000000,1628100.000000000000000,45209700.000000000000000,13365900.000000000000000,19602900.000000000000000,2858400.000000000000000
171,489600.000000000000000,5742900.000000000000000,1613700.000000000000000,903600.000000000000000,129600.000000000000000,256500.000000000000000,42570000.000000000000000,12692700.000000000000000,5945400.000000000000000,3447900.000000000000000,4295700.000000000000000,20075400.000000000000000,0.000000000000000,1913400.000000000000000,23400.000000000000000
172,281700.000000000000000,4517100.000000000000000,1864800.000000000000000,600300.000000000000000,54900.000000000000000,110700.000000000000000,21727800.000000000000000,15157800.000000000000000,11898000.000000000000000,7766100.000000000000000,9047700.000000000000000,17636400.000000000000000,2627100.000000000000000,6318000.000000000000000,191700.000000000000000
173,28686600.000000000000000,2631600.000000000000000,1392300.000000000000000,1027800.000000000000000,441900.000000000000000,94500.000000000000000,3027600.000000000000000,1407600.000000000000000,1057500.000000000000000,790200.000000000000000,738000.000000000000000,11817900.000000000000000,35399700.000000000000000,10772100.000000000000000,814500.000000000000000
174,920700.000000000000000,4041000.000000000000000,1444500.000000000000000,379800.000000000000000,81900.000000000000000,160200.000000000000000,45250200.000000000000000,9981000.000000000000000,10754100.000000000000000,3555000.000000000000000,3987900.000000000000000,18684000.000000000000000,226800.000000000000000,552600.000000000000000,80100.000000000000000
175,1864800.000000000000000,6544800.000000000000000,2745000.000000000000000,611100.000000000000000,57600.000000000000000,147600.000000000000000,36086400.000000000000000,12163500.000000000000000,9582300.000000000000000,2905200.000000000000000,3360600.000000000000000,23525100.000000000000000,50400.000000000000000,396000.000000000000000,59400.000000000000000
176,748800.000000000000000,6597000.000000000000000,4042800.000000000000000,1286100.000000000000000,165600.000000000000000,66600.000000000000000,18027900.000000000000000,3345300.000000000000000,3535200.000000000000000,797400.000000000000000,849600.000000000000000,50373000.000000000000000,1656900.000000000000000,8145900.000000000000000,461700.000000000000000
177,163800.000000000000000,2968200.000000000000000,1267200.000000000000000,179100.000000000000000,14400.000000000000000,157500.000000000000000,27648900.000000000000000,25059600.000000000000000,11478600.000000000000000,5820300.000000000000000,5641200.000000000000000,15640200.000000000000000,926100.000000000000000,3111300.000000000000000,23400.000000000000000
178,5661000.000000000000000,3879900.000000000000000,669600.000000000000000,488700.000000000000000,180900.000000000000000,2328300.000000000000000,32706900.000000000000000,29224800.000000000000000,15472800.000000000000000,2783700.000000000000000,3432600.000000000000000,1016100.000000000000000,0.000000000000000,1718100.000000000000000,236700.000000000000000
179,550800.000000000000000,5639400.000000000000000,4520700.000000000000000,3228300.000000000000000,2131200.000000000000000,1456200.000000000000000,14856300.000000000000000,32646600.000000000000000,14402700.000000000000000,3914100.000000000000000,6741000.000000000000000,5306400.000000000000000,0.000000000000000,4461300.000000000000000,244800.000000000000000
180,99900.000000000000000,3668400.000000000000000,499500.000000000000000,132300.000000000000000,6300.000000000000000,18900.000000000000000,15337800.000000000000000,40505400.000000000000000,13792500.000000000000000,12562200.000000000000000,7124400.000000000000000,2229300.000000000000000,0.000000000000000,3526200.000000000000000,297000.000000000000000
181,226800.000000000000000,1837800.000000000000000,423900.000000000000000,63000.000000000000000,2700.000000000000000,48600.000000000000000,12926700.000000000000000,20754000.000000000000000,5573700.000000000000000,1979100.000000000000000,1418400.000000000000000,5036400.000000000000000,2553300.000000000000000,8127000.000000000000000,326700.000000000000000
182,364500.000000000000000,4100400.000000000000000,1466100.000000000000000,367200.000000000000000,13500.000000000000000,19800.000000000000000,8054100.000000000000000,885600.000000000000000,533700.000000000000000,515700.000000000000000,551700.000000000000000,24804900.000000000000000,20392200.000000000000000,2972700.000000000000000,200700.000000000000000
183,1162800.000000000000000,9273600.000000000000000,3656700.000000000000000,1275300.000000000000000,111600.000000000000000,81000.000000000000000,56633400.000000000000000,5959800.000000000000000,6509700.000000000000000,2584800.000000000000000,2068200.000000000000000,10152000.000000000000000,900.000000000000000,594900.000000000000000,35100.000000000000000
184,165600.000000000000000,10078200.000000000000000,6534900.000000000000000,1547100.000000000000000,330300.000000000000000,181800.000000000000000,22725900.000000000000000,3216600.000000000000000,2985300.000000000000000,1283400.000000000000000,731700.000000000000000,34117200.000000000000000,7356600.000000000000000,8519400.000000000000000,325800.000000000000000
185,2332800.000000000000000,2392200.000000000000000,264600.000000000000000,85500.000000000000000,900.000000000000000,167400.000000000000000,1451700.000000000000000,19048500.000000000000000,8775000.000000000000000,2199600.000000000000000,2375100.000000000000000,7214400.000000000000000,6657300.000000000000000,44544600.000000000000000,2290500.000000000000000
186,49500.000000000000000,1546200.000000000000000,988200.000000000000000,124200.000000000000000,9000.000000000000000,21600.000000000000000,57354300.000000000000000,17679600.000000000000000,6741000.000000000000000,6138900.000000000000000,1883700.000000000000000,6808500.000000000000000,0.000000000000000,444600.000000000000000,10800.000000000000000
187,158400.000000000000000,4594500.000000000000000,2016900.000000000000000,773100.000000000000000,189900.000000000000000,3600.000000000000000,7025400.000000000000000,367200.000000000000000,999900.000000000000000,208800.000000000000000,378900.000000000000000,20353500.000000000000000,19762200.000000000000000,7211700.000000000000000,313200.000000000000000
188,413100.000000000000000,8884800.000000000000000,4286700.000000000000000,1156500.000000000000000,342900.000000000000000,184500.000000000000000,12975300.000000000000000,2902500.000000000000000,10260000.000000000000000,1233900.000000000000000,1986300.000000000000000,52147800.000000000000000,3087000.000000000000000,198900.000000000000000,39600.000000000000000
189,1573200.000000000000000,15387300.000000000000000,13155300.000000000000000,9002700.000000000000000,2315700.000000000000000,152100.000000000000000,40375800.000000000000000,5551200.000000000000000,6877800.000000000000000,442800.000000000000000,1089000.000000000000000,3870900.000000000000000,0.000000000000000,289800.000000000000000,16200.000000000000000
190,19996200.000000000000000,4846500.000000000000000,2414700.000000000000000,1509300.000000000000000,417600.000000000000000,507600.000000000000000,43117200.000000000000000,4888800.000000000000000,6086700.000000000000000,1440900.000000000000000,1647900.000000000000000,10835100.000000000000000,1246500.000000000000000,457200.000000000000000,387900.000000000000000
191,1048500.000000000000000,8646300.000000000000000,4602600.000000000000000,1900800.000000000000000,558000.000000000000000,413100.000000000000000,19885500.000000000000000,15020100.000000000000000,6392700.000000000000000,3957300.000000000000000,6124500.000000000000000,20595600.000000000000000,5179500.000000000000000,5097600.000000000000000,378000.000000000000000
192,13983300.000000000000000,8380800.000000000000000,3711600.000000000000000,2320200.000000000000000,760500.000000000000000,491400.000000000000000,23499000.000000000000000,18996300.000000000000000,5872500.000000000000000,3673800.000000000000000,3583800.000000000000000,10775700.000000000000000,185400.000000000000000,2970900.000000000000000,594900.000000000000000
193,810900.000000000000000,27942300.000000000000000,22110300.000000000000000,14276700.000000000000000,3017700.000000000000000,132300.000000000000000,18243900.000000000000000,4369500.000000000000000,7339500.000000000000000,464400.000000000000000,603900.000000000000000,819000.000000000000000,0.000000000000000,232200.000000000000000,37800.000000000000000
194,603900.000000000000000,8291700.000000000000000,4182300.000000000000000,1194300.000000000000000,53100.000000000000000,63000.000000000000000,35056800.000000000000000,2821500.000000000000000,3681000.000000000000000,355500.000000000000000,919800.000000000000000,29819700.000000000000000,11858400.000000000000000,1404900.000000000000000,94500.000000000000000
195,210600.000000000000000,4471200.000000000000000,4782600.000000000000000,4039200.000000000000000,1076400.000000000000000,428400.000000000000000,4703400.000000000000000,923400.000000000000000,1010700.000000000000000,737100.000000000000000,907200.000000000000000,13310100.000000000000000,53307900.000000000000000,9409500.000000000000000,482400.000000000000000
196,952200.000000000000000,4555800.000000000000000,1636200.000000000000000,337500.000000000000000,117900.000000000000000,101700.000000000000000,24964200.000000000000000,10153800.000000000000000,9837000.000000000000000,2076300.000000000000000,1685700.000000000000000,42119100.000000000000000,164700.000000000000000,839700.000000000000000,258300.000000000000000
197,486900.000000000000000,7943400.000000000000000,4968900.000000000000000,2922300.000000000000000,1853100.000000000000000,5625000.000000000000000,24299100.000000000000000,26771400.000000000000000,7056000.000000000000000,2033100.000000000000000,3732300.000000000000000,9793800.000000000000000,251100.000000000000000,2127600.000000000000000,235800.000000000000000
198,567000.000000000000000,5760900.000000000000000,2920500.000000000000000,1284300.000000000000000,160200.000000000000000,105300.000000000000000,27191700.000000000000000,15988500.000000000000000,22860000.000000000000000,3811500.000000000000000,3171600.000000000000000,7497900.000000000000000,0.000000000000000,8200800.000000000000000,279900.000000000000000
199,3978900.000000000000000,2086200.000000000000000,289800.000000000000000,127800.000000000000000,16200.000000000000000,14400.000000000000000,1042200.000000000000000,4662000.000000000000000,4108500.000000000000000,1706400.000000000000000,690300.000000000000000,2855700.000000000000000,309600.000000000000000,37348200.000000000000000,1602000.000000000000000
200,708300.000000000000000,6614100.000000000000000,4373100.000000000000000,1973700.000000000000000,442800.000000000000000,76500.000000000000000,32051700.000000000000000,5505300.000000000000000,5383800.000000000000000,1032300.000000000000000,1646100.000000000000000,30420900.000000000000000,1032300.000000000000000,8793000.000000000000000,346500.000000000000000
201,209700.000000000000000,3470400.000000000000000,858600.000000000000000,342900.000000000000000,99900.000000000000000,29700.000000000000000,38970900.000000000000000,11630700.000000000000000,10864800.000000000000000,4094100.000000000000000,2926800.000000000000000,25454700.000000000000000,454500.000000000000000,380700.000000000000000,11700.000000000000000
202,50400.000000000000000,3119400.000000000000000,598500.000000000000000,80100.000000000000000,2700.000000000000000,46800.000000000000000,30125700.000000000000000,2404800.000000000000000,1529100.000000000000000,2197800.000000000000000,796500.000000000000000,28940400.000000000000000,5222700.000000000000000,5616000.000000000000000,196200.000000000000000
203,207900.000000000000000,3563100.000000000000000,2413800.000000000000000,780300.000000000000000,230400.000000000000000,371700.000000000000000,25868700.000000000000000,3350700.000000000000000,3603600.000000000000000,971100.000000000000000,660600.000000000000000,47918700.000000000000000,1575900.000000000000000,7724700.000000000000000,558900.000000000000000
204,216000.000000000000000,2090700.000000000000000,509400.000000000000000,252000.000000000000000,54000.000000000000000,84600.000000000000000,4824900.000000000000000,1513800.000000000000000,4396500.000000000000000,405900.000000000000000,407700.000000000000000,18109800.000000000000000,564300.000000000000000,9900.000000000000000,9000.000000000000000
205,89100.000000000000000,1537200.000000000000000,259200.000000000000000,78300.000000000000000,7200.000000000000000,24300.000000000000000,10610100.000000000000000,10817100.000000000000000,12550500.000000000000000,2484900.000000000000000,3777300.000000000000000,4968900.000000000000000,438300.000000000000000,17108100.000000000000000,868500.000000000000000
206,900000.000000000000000,5449500.000000000000000,1972800.000000000000000,764100.000000000000000,254700.000000000000000,137700.000000000000000,29434500.000000000000000,16615800.000000000000000,8462700.000000000000000,5511600.000000000000000,6679800.000000000000000,19951200.000000000000000,408600.000000000000000,3021300.000000000000000,235800.000000000000000
207,400500.000000000000000,5658300.000000000000000,2436300.000000000000000,940500.000000000000000,102600.000000000000000,17100.000000000000000,13739400.000000000000000,1378800.000000000000000,1162800.000000000000000,585000.000000000000000,605700.000000000000000,38314800.000000000000000,23899500.000000000000000,10107900.000000000000000,1051200.000000000000000
208,6153300.000000000000000,2392200.000000000000000,194400.000000000000000,78300.000000000000000,10800.000000000000000,318600.000000000000000,13046400.000000000000000,12401100.000000000000000,2317500.000000000000000,1085400.000000000000000,4266000.000000000000000,506700.000000000000000,0.000000000000000,117900.000000000000000,28800.000000000000000
209,9405900.000000000000000,6525000.000000000000000,5598900.000000000000000,1890000.000000000000000,332100.000000000000000,217800.000000000000000,22372200.000000000000000,5192100.000000000000000,3995100.000000000000000,1154700.000000000000000,2166300.000000000000000,22541400.000000000000000,11925900.000000000000000,5854500.000000000000000,927900.000000000000000
210,0.000000000000000,24300.000000000000000,51300.000000000000000,22500.000000000000000,0.000000000000000,4500.000000000000000,1286100.000000000000000,387900.000000000000000,191700.000000000000000,25200.000000000000000,0.000000000000000,91800.000000000000000,0.000000000000000,119700.000000000000000,0.000000000000000
211,5140800.000000000000000,414900.000000000000000,178200.000000000000000,56700.000000000000000,30600.000000000000000,40500.000000000000000,9306000.000000000000000,4745700.000000000000000,2511900.000000000000000,677700.000000000000000,347400.000000000000000,9150300.000000000000000,2777400.000000000000000,4775400.000000000000000,840600.000000000000000
212,492300.000000000000000,4983300.000000000000000,2137500.000000000000000,663300.000000000000000,148500.000000000000000,520200.000000000000000,27086400.000000000000000,4905900.000000000000000,6875100.000000000000000,2256300.000000000000000,1890000.000000000000000,46419300.000000000000000,1326600.000000000000000,64800.000000000000000,30600.000000000000000
213,281700.000000000000000,2736000.000000000000000,1304100.000000000000000,183600.000000000000000,7200.000000000000000,155700.000000000000000,22701600.000000000000000,13480200.000000000000000,7588800.000000000000000,2799000.000000000000000,5268600.000000000000000,12496500.000000000000000,518400.000000000000000,187200.000000000000000,59400.000000000000000
214,14863500.000000000000000,7372800.000000000000000,4492800.000000000000000,805500.000000000000000,116100.000000000000000,270000.000000000000000,24062400.000000000000000,8417700.000000000000000,10597500.000000000000000,3690900.000000000000000,3499200.000000000000000,15089400.000000000000000,1525500.000000000000000,4217400.000000000000000,755100.000000000000000
215,269100.000000000000000,3332700.000000000000000,457200.000000000000000,88200.000000000000000,8100.000000000000000,63900.000000000000000,10611900.000000000000000,11130300.000000000000000,13621500.000000000000000,1995300.000000000000000,5850900.000000000000000,7819200.000000000000000,250200.000000000000000,8034300.000000000000000,631800.000000000000000
216,381600.000000000000000,5250600.000000000000000,2367000.000000000000000,625500.000000000000000,163800.000000000000000,93600.000000000000000,34956000.000000000000000,5040900.000000000000000,8028900.000000000000000,1403100.000000000000000,1575900.000000000000000,38523600.000000000000000,1095300.000000000000000,165600.000000000000000,128700.000000000000000
217,2544300.000000000000000,3320100.000000000000000,539100.000000000000000,199800.000000000000000,36900.000000000000000,77400.000000000000000,6349500.000000000000000,15803100.000000000000000,21879900.000000000000000,2876400.000000000000000,4245300.000000000000000,27627300.000000000000000,1375200.000000000000000,11582100.000000000000000,1643400.000000000000000
218,756000.000000000000000,6811200.000000000000000,2313900.000000000000000,833400.000000000000000,237600.000000000000000,200700.000000000000000,9737100.000000000000000,2123100.000000000000000,9134100.000000000000000,2148300.000000000000000,1196100.000000000000000,58880700.000000000000000,5110200.000000000000000,166500.000000000000000,151200.000000000000000
219,1011600.000000000000000,5380200.000000000000000,2435400.000000000000000,1103400.000000000000000,98100.000000000000000,107100.000000000000000,21117600.000000000000000,30411900.000000000000000,18013500.000000000000000,4530600.000000000000000,5063400.000000000000000,4934700.000000000000000,5400.000000000000000,5495400.000000000000000,91800.000000000000000
220,88200.000000000000000,2639700.000000000000000,618300.000000000000000,101700.000000000000000,9000.000000000000000,59400.000000000000000,16733700.000000000000000,17712900.000000000000000,13505400.000000000000000,2703600.000000000000000,6363000.000000000000000,3384900.000000000000000,0.000000000000000,2031300.000000000000000,40500.000000000000000
221,2564100.000000000000000,10494000.000000000000000,6638400.000000000000000,1530900.000000000000000,382500.000000000000000,237600.000000000000000,22941900.000000000000000,7085700.000000000000000,11043000.000000000000000,1355400.000000000000000,1086300.000000000000000,20104200.000000000000000,3344400.000000000000000,810900.000000000000000,248400.000000000000000
222,115200.000000000000000,314100.000000000000000,4500.000000000000000,1800.000000000000000,0.000000000000000,2700.000000000000000,5403600.000000000000000,3096900.000000000000000,939600.000000000000000,1120500.000000000000000,1152000.000000000000000,411300.000000000000000,0.000000000000000,45000.000000000000000,21600.000000000000000
223,995400.000000000000000,5704200.000000000000000,2991600.000000000000000,1709100.000000000000000,437400.000000000000000,3801600.000000000000000,22914000.000000000000000,34828200.000000000000000,10921500.000000000000000,5976000.000000000000000,5014800.000000000000000,2922300.000000000000000,0.000000000000000,1778400.000000000000000,105300.000000000000000
224,264600.000000000000000,5076900.000000000000000,1374300.000000000000000,182700.000000000000000,48600.000000000000000,62100.000000000000000,51225300.000000000000000,3356100.000000000000000,4596300.000000000000000,1210500.000000000000000,1048500.000000000000000,25794000.000000000000000,671400.000000000000000,4743900.000000000000000,144900.000000000000000
225,312300.000000000000000,3651300.000000000000000,1591200.000000000000000,647100.000000000000000,85500.000000000000000,35100.000000000000000,16632000.000000000000000,5834700.000000000000000,3468600.000000000000000,1521000.000000000000000,1068300.000000000000000,49464000.000000000000000,6058800.000000000000000,9135900.000000000000000,594000.000000000000000
226,201600.000000000000000,4057200.000000000000000,805500.000000000000000,315900.000000000000000,23400.000000000000000,48600.000000000000000,36278100.000000000000000,11987100.000000000000000,8996400.000000000000000,1907100.000000000000000,2129400.000000000000000,32810400.000000000000000,0.000000000000000,816300.000000000000000,23400.000000000000000
227,819000.000000000000000,6461100.000000000000000,2763000.000000000000000,1197900.000000000000000,193500.000000000000000,351900.000000000000000,29831400.000000000000000,22400100.000000000000000,16895700.000000000000000,3964500.000000000000000,4914000.000000000000000,6475500.000000000000000,0.000000000000000,3936600.000000000000000,196200.000000000000000
228,237600.000000000000000,8542800.000000000000000,6352200.000000000000000,2488500.000000000000000,395100.000000000000000,52200.000000000000000,14069700.000000000000000,1736100.000000000000000,2449800.000000000000000,758700.000000000000000,1082700.000000000000000,35323200.000000000000000,23565600.000000000000000,2605500.000000000000000,440100.000000000000000
229,17056800.000000000000000,2517300.000000000000000,527400.000000000000000,48600.000000000000000,3600.000000000000000,81900.000000000000000,42095700.000000000000000,13860000.000000000000000,5436000.000000000000000,3108600.000000000000000,2205000.000000000000000,7917300.000000000000000,2750400.000000000000000,2033100.000000000000000,158400.000000000000000
230,315000.000000000000000,3354300.000000000000000,818100.000000000000000,63000.000000000000000,900.000000000000000,5400.000000000000000,13168800.000000000000000,29745000.000000000000000,24636600.000000000000000,3439800.000000000000000,8470800.000000000000000,5820300.000000000000000,0.000000000000000,9719100.000000000000000,542700.000000000000000
231,183600.000000000000000,2200500.000000000000000,228600.000000000000000,23400.000000000000000,900.000000000000000,35100.000000000000000,17306100.000000000000000,51009300.000000000000000,14354100.000000000000000,3869100.000000000000000,2583000.000000000000000,4824900.000000000000000,217800.000000000000000,3174300.000000000000000,77400.000000000000000
232,86400.000000000000000,22683600.000000000000000,31602600.000000000000000,17711100.000000000000000,4946400.000000000000000,258300.000000000000000,8028900.000000000000000,3861900.000000000000000,9387000.000000000000000,218700.000000000000000,330300.000000000000000,723600.000000000000000,0.000000000000000,261000.000000000000000,0.000000000000000
233,11700.000000000000000,169200.000000000000000,4500.000000000000000,900.000000000000000,0.000000000000000,0.000000000000000,688500.000000000000000,2768400.000000000000000,1001700.000000000000000,218700.000000000000000,299700.000000000000000,241200.000000000000000,0.000000000000000,6408000.000000000000000,49500.000000000000000
234,6167700.000000000000000,3079800.000000000000000,1247400.000000000000000,383400.000000000000000,164700.000000000000000,528300.000000000000000,35907300.000000000000000,5480100.000000000000000,4160700.000000000000000,702900.000000000000000,664200.000000000000000,14971500.000000000000000,15125400.000000000000000,11057400.000000000000000,459000.000000000000000
