OBJECTID_1,VALUE_11,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95
442,657900.000000000000000,1240200.000000000000000,414000.000000000000000,68400.000000000000000,12600.000000000000000,37800.000000000000000,8665200.000000000000000,4398300.000000000000000,4755600.000000000000000,1721700.000000000000000,1823400.000000000000000,6210900.000000000000000,4149900.000000000000000,5172300.000000000000000,214200.000000000000000
443,310500.000000000000000,4373100.000000000000000,2943900.000000000000000,623700.000000000000000,72900.000000000000000,80100.000000000000000,35481600.000000000000000,5775300.000000000000000,9264600.000000000000000,1850400.000000000000000,1917900.000000000000000,35381700.000000000000000,1521900.000000000000000,189900.000000000000000,12600.000000000000000
444,168300.000000000000000,3031200.000000000000000,1289700.000000000000000,305100.000000000000000,71100.000000000000000,41400.000000000000000,34814700.000000000000000,32630400.000000000000000,9188100.000000000000000,3788100.000000000000000,6228900.000000000000000,6346800.000000000000000,495000.000000000000000,1558800.000000000000000,142200.000000000000000
445,2391300.000000000000000,480600.000000000000000,135000.000000000000000,34200.000000000000000,4500.000000000000000,13500.000000000000000,509400.000000000000000,626400.000000000000000,1512000.000000000000000,46800.000000000000000,170100.000000000000000,8813700.000000000000000,1737000.000000000000000,3615300.000000000000000,288000.000000000000000
446,338400.000000000000000,3041100.000000000000000,1746000.000000000000000,862200.000000000000000,165600.000000000000000,283500.000000000000000,30639600.000000000000000,25812900.000000000000000,11604600.000000000000000,5162400.000000000000000,8014500.000000000000000,6230700.000000000000000,1631700.000000000000000,3190500.000000000000000,303300.000000000000000
447,720000.000000000000000,4301100.000000000000000,1157400.000000000000000,189900.000000000000000,30600.000000000000000,340200.000000000000000,27073800.000000000000000,23211000.000000000000000,10474200.000000000000000,6653700.000000000000000,6581700.000000000000000,16457400.000000000000000,489600.000000000000000,2611800.000000000000000,108000.000000000000000
448,52200.000000000000000,2205900.000000000000000,288000.000000000000000,43200.000000000000000,1800.000000000000000,900.000000000000000,63066600.000000000000000,14950800.000000000000000,9774000.000000000000000,273600.000000000000000,597600.000000000000000,5601600.000000000000000,443700.000000000000000,2485800.000000000000000,14400.000000000000000
449,1982700.000000000000000,8050500.000000000000000,5458500.000000000000000,3159900.000000000000000,482400.000000000000000,907200.000000000000000,47264400.000000000000000,17081100.000000000000000,5702400.000000000000000,1866600.000000000000000,4131900.000000000000000,3177000.000000000000000,0.000000000000000,814500.000000000000000,20700.000000000000000
450,279900.000000000000000,276300.000000000000000,2700.000000000000000,2700.000000000000000,0.000000000000000,0.000000000000000,3992400.000000000000000,2129400.000000000000000,404100.000000000000000,875700.000000000000000,285300.000000000000000,9900.000000000000000,0.000000000000000,3600.000000000000000,900.000000000000000
451,315000.000000000000000,2736900.000000000000000,171000.000000000000000,36900.000000000000000,2700.000000000000000,25200.000000000000000,37490400.000000000000000,32372100.000000000000000,6705900.000000000000000,7697700.000000000000000,8874900.000000000000000,2786400.000000000000000,0.000000000000000,430200.000000000000000,6300.000000000000000
452,600300.000000000000000,3696300.000000000000000,1732500.000000000000000,875700.000000000000000,135900.000000000000000,477900.000000000000000,37342800.000000000000000,22570200.000000000000000,10638900.000000000000000,2813400.000000000000000,1889100.000000000000000,16116300.000000000000000,254700.000000000000000,844200.000000000000000,111600.000000000000000
453,1362600.000000000000000,5825700.000000000000000,783900.000000000000000,172800.000000000000000,9000.000000000000000,40500.000000000000000,32934600.000000000000000,21856500.000000000000000,6035400.000000000000000,6506100.000000000000000,8073000.000000000000000,10768500.000000000000000,2587500.000000000000000,2800800.000000000000000,342900.000000000000000
454,101700.000000000000000,4043700.000000000000000,1309500.000000000000000,149400.000000000000000,15300.000000000000000,25200.000000000000000,32494500.000000000000000,27202500.000000000000000,9073800.000000000000000,3183300.000000000000000,5188500.000000000000000,12810600.000000000000000,301500.000000000000000,4304700.000000000000000,196200.000000000000000
455,2474100.000000000000000,737100.000000000000000,85500.000000000000000,27000.000000000000000,900.000000000000000,27000.000000000000000,1210500.000000000000000,6627600.000000000000000,6636600.000000000000000,1301400.000000000000000,965700.000000000000000,6023700.000000000000000,204300.000000000000000,18388800.000000000000000,928800.000000000000000
456,5928300.000000000000000,2221200.000000000000000,719100.000000000000000,365400.000000000000000,258300.000000000000000,25200.000000000000000,8401500.000000000000000,2248200.000000000000000,1467000.000000000000000,1405800.000000000000000,257400.000000000000000,14017500.000000000000000,55550700.000000000000000,6120000.000000000000000,1114200.000000000000000
457,261000.000000000000000,4552200.000000000000000,1236600.000000000000000,416700.000000000000000,39600.000000000000000,185400.000000000000000,35854200.000000000000000,21054600.000000000000000,3314700.000000000000000,2958300.000000000000000,3308400.000000000000000,12312000.000000000000000,2038500.000000000000000,445500.000000000000000,72900.000000000000000
458,1046700.000000000000000,2198700.000000000000000,119700.000000000000000,18000.000000000000000,6300.000000000000000,10800.000000000000000,29964600.000000000000000,37176300.000000000000000,5772600.000000000000000,8757900.000000000000000,13082400.000000000000000,1586700.000000000000000,0.000000000000000,308700.000000000000000,50400.000000000000000
459,107100.000000000000000,2545200.000000000000000,468000.000000000000000,71100.000000000000000,2700.000000000000000,82800.000000000000000,24600600.000000000000000,21705300.000000000000000,17061300.000000000000000,5706000.000000000000000,4515300.000000000000000,16818300.000000000000000,4644900.000000000000000,1689300.000000000000000,81900.000000000000000
460,77400.000000000000000,11548800.000000000000000,19234800.000000000000000,6897600.000000000000000,2377800.000000000000000,2292300.000000000000000,18973800.000000000000000,3663900.000000000000000,3993300.000000000000000,711000.000000000000000,1158300.000000000000000,11884500.000000000000000,14818500.000000000000000,2360700.000000000000000,107100.000000000000000
461,17100.000000000000000,2571300.000000000000000,628200.000000000000000,96300.000000000000000,5400.000000000000000,23400.000000000000000,47158200.000000000000000,11578500.000000000000000,4951800.000000000000000,3709800.000000000000000,700200.000000000000000,10701900.000000000000000,405900.000000000000000,1497600.000000000000000,91800.000000000000000
462,224100.000000000000000,2181600.000000000000000,225900.000000000000000,49500.000000000000000,0.000000000000000,0.000000000000000,42291900.000000000000000,15543000.000000000000000,3049200.000000000000000,1589400.000000000000000,4137300.000000000000000,717300.000000000000000,0.000000000000000,275400.000000000000000,4500.000000000000000
463,16200.000000000000000,1292400.000000000000000,51300.000000000000000,4500.000000000000000,0.000000000000000,6300.000000000000000,23319000.000000000000000,13852800.000000000000000,2331000.000000000000000,738000.000000000000000,753300.000000000000000,149400.000000000000000,108900.000000000000000,59400.000000000000000,0.000000000000000
464,391500.000000000000000,3533400.000000000000000,767700.000000000000000,184500.000000000000000,18000.000000000000000,197100.000000000000000,35991900.000000000000000,30642300.000000000000000,6167700.000000000000000,4436100.000000000000000,4383900.000000000000000,11130300.000000000000000,0.000000000000000,2166300.000000000000000,89100.000000000000000
465,600300.000000000000000,14732100.000000000000000,27384300.000000000000000,18446400.000000000000000,4629600.000000000000000,508500.000000000000000,8562600.000000000000000,2954700.000000000000000,1754100.000000000000000,549000.000000000000000,579600.000000000000000,10331100.000000000000000,5398200.000000000000000,3531600.000000000000000,137700.000000000000000
466,10437300.000000000000000,9757800.000000000000000,3394800.000000000000000,1755000.000000000000000,364500.000000000000000,467100.000000000000000,22575600.000000000000000,15868800.000000000000000,4711500.000000000000000,5996700.000000000000000,7572600.000000000000000,13829400.000000000000000,1048500.000000000000000,1899900.000000000000000,120600.000000000000000
467,558900.000000000000000,15482700.000000000000000,15606000.000000000000000,6462000.000000000000000,1997100.000000000000000,198000.000000000000000,16007400.000000000000000,2982600.000000000000000,4263300.000000000000000,645300.000000000000000,1062000.000000000000000,18033300.000000000000000,14341500.000000000000000,2333700.000000000000000,126000.000000000000000
468,568800.000000000000000,5773500.000000000000000,2880000.000000000000000,974700.000000000000000,225000.000000000000000,180900.000000000000000,17683200.000000000000000,3590100.000000000000000,8749800.000000000000000,2375100.000000000000000,1889100.000000000000000,52501500.000000000000000,2298600.000000000000000,84600.000000000000000,25200.000000000000000
469,3186900.000000000000000,1835100.000000000000000,215100.000000000000000,54000.000000000000000,12600.000000000000000,16200.000000000000000,13959900.000000000000000,35804700.000000000000000,8495100.000000000000000,2338200.000000000000000,1626300.000000000000000,1541700.000000000000000,280800.000000000000000,29149200.000000000000000,1584000.000000000000000
470,99000.000000000000000,2278800.000000000000000,812700.000000000000000,94500.000000000000000,7200.000000000000000,35100.000000000000000,31439700.000000000000000,33071400.000000000000000,6151500.000000000000000,3261600.000000000000000,7991100.000000000000000,11763000.000000000000000,1583100.000000000000000,1614600.000000000000000,197100.000000000000000
471,207900.000000000000000,2668500.000000000000000,683100.000000000000000,82800.000000000000000,1800.000000000000000,37800.000000000000000,14542200.000000000000000,32429700.000000000000000,20860200.000000000000000,3680100.000000000000000,7320600.000000000000000,7735500.000000000000000,0.000000000000000,9293400.000000000000000,256500.000000000000000
472,36900.000000000000000,6033600.000000000000000,1809900.000000000000000,516600.000000000000000,109800.000000000000000,71100.000000000000000,24076800.000000000000000,702900.000000000000000,1836000.000000000000000,1114200.000000000000000,720000.000000000000000,32508900.000000000000000,7204500.000000000000000,1314900.000000000000000,78300.000000000000000
473,1941300.000000000000000,10017900.000000000000000,6786900.000000000000000,4145400.000000000000000,1233000.000000000000000,622800.000000000000000,48766500.000000000000000,9345600.000000000000000,8633700.000000000000000,1062000.000000000000000,1954800.000000000000000,4957200.000000000000000,7200.000000000000000,269100.000000000000000,56700.000000000000000
474,5174100.000000000000000,2997000.000000000000000,1411200.000000000000000,612900.000000000000000,403200.000000000000000,1232100.000000000000000,22773600.000000000000000,13558500.000000000000000,6178500.000000000000000,2232000.000000000000000,5479200.000000000000000,17798400.000000000000000,9894600.000000000000000,9954900.000000000000000,399600.000000000000000
475,210600.000000000000000,3451500.000000000000000,1004400.000000000000000,212400.000000000000000,7200.000000000000000,11700.000000000000000,26174700.000000000000000,24208200.000000000000000,21682800.000000000000000,5445900.000000000000000,6063300.000000000000000,2700900.000000000000000,0.000000000000000,8361000.000000000000000,265500.000000000000000
476,119700.000000000000000,678600.000000000000000,358200.000000000000000,23400.000000000000000,0.000000000000000,9000.000000000000000,11565900.000000000000000,6539400.000000000000000,1539000.000000000000000,381600.000000000000000,827100.000000000000000,2623500.000000000000000,1109700.000000000000000,868500.000000000000000,163800.000000000000000
477,878400.000000000000000,4572900.000000000000000,1979100.000000000000000,496800.000000000000000,75600.000000000000000,261000.000000000000000,30057300.000000000000000,5751900.000000000000000,8672400.000000000000000,4523400.000000000000000,3378600.000000000000000,33120000.000000000000000,4698900.000000000000000,1200600.000000000000000,133200.000000000000000
478,1856700.000000000000000,2311200.000000000000000,880200.000000000000000,267300.000000000000000,9000.000000000000000,120600.000000000000000,1947600.000000000000000,15186600.000000000000000,8199900.000000000000000,2112300.000000000000000,2504700.000000000000000,30679200.000000000000000,1373400.000000000000000,29260800.000000000000000,3090600.000000000000000
479,204300.000000000000000,8383500.000000000000000,5109300.000000000000000,1477800.000000000000000,183600.000000000000000,28800.000000000000000,15017400.000000000000000,3529800.000000000000000,2560500.000000000000000,765900.000000000000000,785700.000000000000000,29882700.000000000000000,24557400.000000000000000,7211700.000000000000000,401400.000000000000000
480,0.000000000000000,95400.000000000000000,25200.000000000000000,6300.000000000000000,0.000000000000000,12600.000000000000000,2598300.000000000000000,4500.000000000000000,9000.000000000000000,51300.000000000000000,27000.000000000000000,346500.000000000000000,173700.000000000000000,6300.000000000000000,0.000000000000000
481,496800.000000000000000,4837500.000000000000000,1340100.000000000000000,440100.000000000000000,36900.000000000000000,78300.000000000000000,41844600.000000000000000,19240200.000000000000000,5670900.000000000000000,3065400.000000000000000,4316400.000000000000000,12726000.000000000000000,0.000000000000000,1884600.000000000000000,12600.000000000000000
482,3783600.000000000000000,8231400.000000000000000,4576500.000000000000000,2521800.000000000000000,1026000.000000000000000,801900.000000000000000,7171200.000000000000000,13339800.000000000000000,5143500.000000000000000,1924200.000000000000000,1347300.000000000000000,18843300.000000000000000,4860000.000000000000000,23399100.000000000000000,3130200.000000000000000
483,2385900.000000000000000,3760200.000000000000000,439200.000000000000000,137700.000000000000000,16200.000000000000000,51300.000000000000000,8449200.000000000000000,16409700.000000000000000,22450500.000000000000000,2366100.000000000000000,3539700.000000000000000,29171700.000000000000000,0.000000000000000,10373400.000000000000000,549000.000000000000000
484,512100.000000000000000,4270500.000000000000000,5279400.000000000000000,1908000.000000000000000,315900.000000000000000,259200.000000000000000,23477400.000000000000000,10789200.000000000000000,8187300.000000000000000,3378600.000000000000000,4883400.000000000000000,29780100.000000000000000,29700.000000000000000,6618600.000000000000000,410400.000000000000000
485,1364400.000000000000000,4335300.000000000000000,1840500.000000000000000,504900.000000000000000,72000.000000000000000,171900.000000000000000,18601200.000000000000000,8739900.000000000000000,22700700.000000000000000,2296800.000000000000000,1679400.000000000000000,11736000.000000000000000,545400.000000000000000,24390000.000000000000000,1121400.000000000000000
486,150300.000000000000000,3541500.000000000000000,801000.000000000000000,151200.000000000000000,103500.000000000000000,98100.000000000000000,31409100.000000000000000,11747700.000000000000000,9216900.000000000000000,1899900.000000000000000,1766700.000000000000000,12499200.000000000000000,452700.000000000000000,880200.000000000000000,81000.000000000000000
487,90000.000000000000000,11527200.000000000000000,29250000.000000000000000,25439400.000000000000000,14963400.000000000000000,1143000.000000000000000,3674700.000000000000000,5099400.000000000000000,7398900.000000000000000,262800.000000000000000,299700.000000000000000,548100.000000000000000,0.000000000000000,88200.000000000000000,15300.000000000000000
488,27159300.000000000000000,1861200.000000000000000,637200.000000000000000,133200.000000000000000,21600.000000000000000,115200.000000000000000,40523400.000000000000000,10149300.000000000000000,4657500.000000000000000,4440600.000000000000000,3331800.000000000000000,1554300.000000000000000,0.000000000000000,359100.000000000000000,92700.000000000000000
489,738900.000000000000000,1487700.000000000000000,314100.000000000000000,79200.000000000000000,24300.000000000000000,82800.000000000000000,18515700.000000000000000,2403900.000000000000000,4212000.000000000000000,981900.000000000000000,553500.000000000000000,11034900.000000000000000,1421100.000000000000000,120600.000000000000000,107100.000000000000000
490,71100.000000000000000,6054300.000000000000000,2337300.000000000000000,389700.000000000000000,17100.000000000000000,10800.000000000000000,5824800.000000000000000,400500.000000000000000,595800.000000000000000,171900.000000000000000,339300.000000000000000,23924700.000000000000000,17532000.000000000000000,6845400.000000000000000,274500.000000000000000
491,288000.000000000000000,4057200.000000000000000,1069200.000000000000000,253800.000000000000000,28800.000000000000000,350100.000000000000000,40305600.000000000000000,18390600.000000000000000,4096800.000000000000000,4288500.000000000000000,6728400.000000000000000,15678900.000000000000000,0.000000000000000,3932100.000000000000000,332100.000000000000000
492,1187100.000000000000000,6482700.000000000000000,1863000.000000000000000,499500.000000000000000,57600.000000000000000,116100.000000000000000,38437200.000000000000000,14889600.000000000000000,9000000.000000000000000,1845000.000000000000000,2700000.000000000000000,21743100.000000000000000,250200.000000000000000,549000.000000000000000,180000.000000000000000
493,267300.000000000000000,4032900.000000000000000,2124900.000000000000000,819000.000000000000000,360900.000000000000000,202500.000000000000000,17602200.000000000000000,7994700.000000000000000,11909700.000000000000000,5047200.000000000000000,3795300.000000000000000,7272900.000000000000000,54000.000000000000000,5350500.000000000000000,388800.000000000000000
494,1368000.000000000000000,7644600.000000000000000,2477700.000000000000000,637200.000000000000000,94500.000000000000000,110700.000000000000000,38819700.000000000000000,20120400.000000000000000,8924400.000000000000000,2775600.000000000000000,1331100.000000000000000,15260400.000000000000000,0.000000000000000,457200.000000000000000,78300.000000000000000
495,3470400.000000000000000,2835000.000000000000000,481500.000000000000000,274500.000000000000000,45900.000000000000000,1978200.000000000000000,31475700.000000000000000,36689400.000000000000000,12593700.000000000000000,2203200.000000000000000,5324400.000000000000000,1468800.000000000000000,0.000000000000000,1233000.000000000000000,26100.000000000000000
496,638100.000000000000000,5760900.000000000000000,3002400.000000000000000,1539900.000000000000000,912600.000000000000000,1140300.000000000000000,26768700.000000000000000,23679900.000000000000000,15895800.000000000000000,5818500.000000000000000,4450500.000000000000000,6372900.000000000000000,0.000000000000000,3928500.000000000000000,190800.000000000000000
497,423900.000000000000000,9191700.000000000000000,4519800.000000000000000,1885500.000000000000000,388800.000000000000000,217800.000000000000000,25293600.000000000000000,14554800.000000000000000,15642900.000000000000000,3171600.000000000000000,2736000.000000000000000,17559000.000000000000000,383400.000000000000000,3640500.000000000000000,190800.000000000000000
498,3600.000000000000000,2710800.000000000000000,50400.000000000000000,19800.000000000000000,900.000000000000000,0.000000000000000,28964700.000000000000000,20245500.000000000000000,20521800.000000000000000,6218100.000000000000000,7491600.000000000000000,533700.000000000000000,0.000000000000000,12897000.000000000000000,142200.000000000000000
499,618300.000000000000000,1503000.000000000000000,176400.000000000000000,88200.000000000000000,36900.000000000000000,460800.000000000000000,12744900.000000000000000,15197400.000000000000000,2651400.000000000000000,2212200.000000000000000,2312100.000000000000000,2887200.000000000000000,0.000000000000000,968400.000000000000000,8100.000000000000000
500,517500.000000000000000,4978800.000000000000000,1194300.000000000000000,222300.000000000000000,28800.000000000000000,99900.000000000000000,25153200.000000000000000,32854500.000000000000000,10916100.000000000000000,4049100.000000000000000,3087000.000000000000000,10982700.000000000000000,126900.000000000000000,5720400.000000000000000,168300.000000000000000
501,6005700.000000000000000,1781100.000000000000000,1270800.000000000000000,476100.000000000000000,32400.000000000000000,117900.000000000000000,1317600.000000000000000,13641300.000000000000000,3198600.000000000000000,963900.000000000000000,2723400.000000000000000,22770000.000000000000000,15557400.000000000000000,23371200.000000000000000,6872400.000000000000000
502,722700.000000000000000,3080700.000000000000000,341100.000000000000000,118800.000000000000000,32400.000000000000000,109800.000000000000000,40534200.000000000000000,29561400.000000000000000,6455700.000000000000000,4655700.000000000000000,10322100.000000000000000,3364200.000000000000000,0.000000000000000,764100.000000000000000,36900.000000000000000
503,14562000.000000000000000,2159100.000000000000000,1098900.000000000000000,514800.000000000000000,21600.000000000000000,69300.000000000000000,37080900.000000000000000,12961800.000000000000000,9009900.000000000000000,7335000.000000000000000,1141200.000000000000000,7240500.000000000000000,2276100.000000000000000,3625200.000000000000000,366300.000000000000000
504,1962000.000000000000000,4928400.000000000000000,1437300.000000000000000,1335600.000000000000000,333900.000000000000000,2926800.000000000000000,28184400.000000000000000,32526000.000000000000000,17864100.000000000000000,1814400.000000000000000,3238200.000000000000000,2023200.000000000000000,90900.000000000000000,1358100.000000000000000,76500.000000000000000
505,1044900.000000000000000,2651400.000000000000000,3308400.000000000000000,708300.000000000000000,40500.000000000000000,466200.000000000000000,30050100.000000000000000,28991700.000000000000000,9018900.000000000000000,2991600.000000000000000,7552800.000000000000000,11902500.000000000000000,0.000000000000000,985500.000000000000000,87300.000000000000000
506,251100.000000000000000,2434500.000000000000000,1104300.000000000000000,243000.000000000000000,34200.000000000000000,18900.000000000000000,21587400.000000000000000,35508600.000000000000000,20625300.000000000000000,2730600.000000000000000,5012100.000000000000000,4143600.000000000000000,136800.000000000000000,6015600.000000000000000,554400.000000000000000
507,360000.000000000000000,6021900.000000000000000,3190500.000000000000000,1319400.000000000000000,581400.000000000000000,126900.000000000000000,36066600.000000000000000,13712400.000000000000000,13080600.000000000000000,4735800.000000000000000,3667500.000000000000000,14099400.000000000000000,1420200.000000000000000,1333800.000000000000000,83700.000000000000000
508,993600.000000000000000,4476600.000000000000000,1429200.000000000000000,258300.000000000000000,28800.000000000000000,64800.000000000000000,24552000.000000000000000,34825500.000000000000000,19515600.000000000000000,3335400.000000000000000,5421600.000000000000000,2470500.000000000000000,0.000000000000000,2316600.000000000000000,111600.000000000000000
509,2620800.000000000000000,3730500.000000000000000,480600.000000000000000,178200.000000000000000,18000.000000000000000,304200.000000000000000,37436400.000000000000000,27763200.000000000000000,13266000.000000000000000,4129200.000000000000000,4861800.000000000000000,3228300.000000000000000,0.000000000000000,1604700.000000000000000,178200.000000000000000
510,136800.000000000000000,4093200.000000000000000,1153800.000000000000000,196200.000000000000000,23400.000000000000000,36000.000000000000000,36731700.000000000000000,23319900.000000000000000,14250600.000000000000000,2638800.000000000000000,2743200.000000000000000,13526100.000000000000000,429300.000000000000000,815400.000000000000000,5400.000000000000000
511,1296900.000000000000000,11960100.000000000000000,11260800.000000000000000,3522600.000000000000000,1037700.000000000000000,887400.000000000000000,21152700.000000000000000,21062700.000000000000000,19189800.000000000000000,2985300.000000000000000,2176200.000000000000000,2250000.000000000000000,0.000000000000000,996300.000000000000000,21600.000000000000000
512,510300.000000000000000,8777700.000000000000000,5081400.000000000000000,2478600.000000000000000,367200.000000000000000,890100.000000000000000,20079000.000000000000000,29425500.000000000000000,17766900.000000000000000,2977200.000000000000000,3258900.000000000000000,6872400.000000000000000,0.000000000000000,1827900.000000000000000,87300.000000000000000
513,45900.000000000000000,3536100.000000000000000,535500.000000000000000,166500.000000000000000,31500.000000000000000,4500.000000000000000,25150500.000000000000000,848700.000000000000000,1035900.000000000000000,748800.000000000000000,412200.000000000000000,26071200.000000000000000,9764100.000000000000000,3313800.000000000000000,306000.000000000000000
514,18000.000000000000000,1377000.000000000000000,558000.000000000000000,44100.000000000000000,900.000000000000000,20700.000000000000000,50620500.000000000000000,28881900.000000000000000,5892300.000000000000000,3006900.000000000000000,1840500.000000000000000,4557600.000000000000000,75600.000000000000000,3127500.000000000000000,78300.000000000000000
515,6377400.000000000000000,7451100.000000000000000,2897100.000000000000000,757800.000000000000000,175500.000000000000000,172800.000000000000000,25433100.000000000000000,5063400.000000000000000,10829700.000000000000000,1580400.000000000000000,1845000.000000000000000,34555500.000000000000000,2375100.000000000000000,143100.000000000000000,143100.000000000000000
516,8048700.000000000000000,3067200.000000000000000,549900.000000000000000,152100.000000000000000,11700.000000000000000,81900.000000000000000,35784000.000000000000000,16973100.000000000000000,4575600.000000000000000,6132600.000000000000000,5181300.000000000000000,5856300.000000000000000,58500.000000000000000,1407600.000000000000000,56700.000000000000000
517,718200.000000000000000,7259400.000000000000000,3312000.000000000000000,1207800.000000000000000,108900.000000000000000,333900.000000000000000,41636700.000000000000000,17595000.000000000000000,7987500.000000000000000,3392100.000000000000000,4194000.000000000000000,9684000.000000000000000,0.000000000000000,2910600.000000000000000,60300.000000000000000
518,1520100.000000000000000,8119800.000000000000000,6738300.000000000000000,2164500.000000000000000,530100.000000000000000,113400.000000000000000,32008500.000000000000000,5527800.000000000000000,7665300.000000000000000,1536300.000000000000000,1588500.000000000000000,30963600.000000000000000,1474200.000000000000000,77400.000000000000000,72000.000000000000000
519,1114200.000000000000000,4538700.000000000000000,2383200.000000000000000,906300.000000000000000,128700.000000000000000,1978200.000000000000000,23058900.000000000000000,27450000.000000000000000,20025900.000000000000000,4743900.000000000000000,4923000.000000000000000,7663500.000000000000000,0.000000000000000,1070100.000000000000000,115200.000000000000000
520,25760700.000000000000000,5768100.000000000000000,2230200.000000000000000,520200.000000000000000,63900.000000000000000,42300.000000000000000,12765600.000000000000000,1239300.000000000000000,2471400.000000000000000,1226700.000000000000000,1101600.000000000000000,28369800.000000000000000,15183900.000000000000000,2719800.000000000000000,636300.000000000000000
521,6556500.000000000000000,2680200.000000000000000,668700.000000000000000,153900.000000000000000,14400.000000000000000,105300.000000000000000,51689700.000000000000000,16079400.000000000000000,6237900.000000000000000,3684600.000000000000000,4623300.000000000000000,6970500.000000000000000,10800.000000000000000,288000.000000000000000,36900.000000000000000
522,5692500.000000000000000,4324500.000000000000000,1531800.000000000000000,292500.000000000000000,76500.000000000000000,129600.000000000000000,24713100.000000000000000,9986400.000000000000000,7739100.000000000000000,2079000.000000000000000,2235600.000000000000000,22897800.000000000000000,4148100.000000000000000,13258800.000000000000000,1295100.000000000000000
523,462600.000000000000000,2839500.000000000000000,1224900.000000000000000,439200.000000000000000,29700.000000000000000,83700.000000000000000,24472800.000000000000000,6046200.000000000000000,4665600.000000000000000,2102400.000000000000000,2962800.000000000000000,26827200.000000000000000,9025200.000000000000000,17078400.000000000000000,1539900.000000000000000
524,706500.000000000000000,3421800.000000000000000,2321100.000000000000000,1221300.000000000000000,359100.000000000000000,5906700.000000000000000,17711100.000000000000000,42961500.000000000000000,12395700.000000000000000,3054600.000000000000000,8415900.000000000000000,430200.000000000000000,0.000000000000000,866700.000000000000000,27900.000000000000000
525,881100.000000000000000,7173900.000000000000000,7104600.000000000000000,3006000.000000000000000,306900.000000000000000,2352600.000000000000000,22436100.000000000000000,20511900.000000000000000,6744600.000000000000000,6389100.000000000000000,4951800.000000000000000,15930900.000000000000000,143100.000000000000000,2057400.000000000000000,109800.000000000000000
526,4334400.000000000000000,5199300.000000000000000,1269900.000000000000000,473400.000000000000000,95400.000000000000000,86400.000000000000000,52549200.000000000000000,13704300.000000000000000,6651900.000000000000000,2092500.000000000000000,2359800.000000000000000,10502100.000000000000000,0.000000000000000,426600.000000000000000,54900.000000000000000
527,7272000.000000000000000,3929400.000000000000000,927900.000000000000000,348300.000000000000000,108900.000000000000000,93600.000000000000000,43382700.000000000000000,3437100.000000000000000,6445800.000000000000000,1210500.000000000000000,1698300.000000000000000,20432700.000000000000000,7559100.000000000000000,2668500.000000000000000,585000.000000000000000
528,143100.000000000000000,3245400.000000000000000,357300.000000000000000,82800.000000000000000,5400.000000000000000,47700.000000000000000,37166400.000000000000000,31156200.000000000000000,8091000.000000000000000,4792500.000000000000000,4900500.000000000000000,8002800.000000000000000,41400.000000000000000,1725300.000000000000000,42300.000000000000000
529,917100.000000000000000,5584500.000000000000000,2028600.000000000000000,610200.000000000000000,51300.000000000000000,842400.000000000000000,31829400.000000000000000,24018300.000000000000000,17977500.000000000000000,2508300.000000000000000,2577600.000000000000000,10662300.000000000000000,0.000000000000000,354600.000000000000000,137700.000000000000000
530,7060500.000000000000000,5517000.000000000000000,3144600.000000000000000,872100.000000000000000,390600.000000000000000,1125000.000000000000000,2580300.000000000000000,17318700.000000000000000,3304800.000000000000000,2219400.000000000000000,1623600.000000000000000,11412900.000000000000000,6392700.000000000000000,34537500.000000000000000,2900700.000000000000000
531,236700.000000000000000,4980600.000000000000000,2674800.000000000000000,895500.000000000000000,170100.000000000000000,117900.000000000000000,10071000.000000000000000,2887200.000000000000000,1949400.000000000000000,898200.000000000000000,1167300.000000000000000,50099400.000000000000000,8399700.000000000000000,13964400.000000000000000,1888200.000000000000000
532,244800.000000000000000,1889100.000000000000000,419400.000000000000000,196200.000000000000000,27000.000000000000000,2700.000000000000000,14054400.000000000000000,9700200.000000000000000,17134200.000000000000000,2419200.000000000000000,1596600.000000000000000,5565600.000000000000000,0.000000000000000,12056400.000000000000000,412200.000000000000000
533,10409400.000000000000000,8474400.000000000000000,4097700.000000000000000,1434600.000000000000000,215100.000000000000000,116100.000000000000000,23020200.000000000000000,9131400.000000000000000,22630500.000000000000000,3213900.000000000000000,3167100.000000000000000,8534700.000000000000000,0.000000000000000,4957200.000000000000000,397800.000000000000000
534,128700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3600.000000000000000,153900.000000000000000,141300.000000000000000,50400.000000000000000,4500.000000000000000,0.000000000000000,32400.000000000000000,329400.000000000000000,60300.000000000000000,5400.000000000000000
535,478800.000000000000000,4845600.000000000000000,2269800.000000000000000,1251900.000000000000000,103500.000000000000000,1520100.000000000000000,27901800.000000000000000,24219000.000000000000000,17306100.000000000000000,7340400.000000000000000,3152700.000000000000000,7924500.000000000000000,215100.000000000000000,1799100.000000000000000,72000.000000000000000
536,333000.000000000000000,6098400.000000000000000,4093200.000000000000000,1316700.000000000000000,260100.000000000000000,171900.000000000000000,29007000.000000000000000,4930200.000000000000000,8786700.000000000000000,1220400.000000000000000,1513800.000000000000000,41471100.000000000000000,542700.000000000000000,324000.000000000000000,30600.000000000000000
